"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT3G63310","1640","2271","2988","2491","3365","3855"
"AT3G63320","0","3","1","0","1","3"
"AT3G63340","2821","2478","2054","2428","2640","2055"
"AT3G63350","212","147","121","120","119","52"
"AT3G63360","7","17","23","50","38","36"
"AT3G63370","212","205","212","133","164","87"
"AT3G63375","7","8","6","5","2","1"
"AT3G63380","411","2433","5110","987","3417","3776"
"AT3G63390","234","304","341","321","363","316"
"AT3G63400","1606","1680","1752","1490","1808","1325"
"AT3G63410","4992","4508","3717","2683","2673","1612"
"AT3G63420","326","335","403","422","412","373"
"AT3G63430","610","407","336","303","264","215"
"AT3G63445","105","98","94","70","127","95"
"AT3G63440","186","198","182","149","231","128"
"AT3G63450","559","385","479","150","194","138"
"AT3G63460","7809","7490","7233","7885","7503","6433"
"AT3G63470","1490","1234","957","1243","859","747"
"AT3G63480","42","69","86","71","63","32"
"AT3G63490","7057","7056","6282","4459","4572","2590"
"AT3G63500","4306","4421","3465","5877","5927","4483"
"AT3G63510","220","306","468","213","248","183"
"AT3G63520","7600","6826","4576","4984","7035","3688"
"AT3G63530","451","393","327","285","271","191"
"AT3G63540","2026","2126","1516","1431","1532","947"
"AT4G00005","0","0","0","0","0","0"
"AT4G00020","248","236","353","336","250","226"
"AT4G00026","319","348","467","319","362","324"
"AT4G00030","329","366","373","432","556","404"
"AT4G00040","518","617","683","591","917","692"
"AT4G00050","327","320","349","562","317","288"
"AT4G00060","1739","1707","1516","1719","1907","1458"
"AT4G00070","17","28","43","19","24","17"
"AT4G00080","312","954","3282","206","498","412"
"AT4G00085","0","0","2","0","2","1"
"AT4G00090","1531","1229","1282","1149","1115","887"
"AT4G00100","4445","4333","5198","3416","3768","3186"
"AT4G00110","330","358","375","425","356","371"
"AT4G00114","2","1","2","0","0","0"
"AT4G00120","0","0","0","0","0","0"
"AT4G00124","0","0","0","0","0","0"
"AT4G00130","4","6","16","2","1","1"
"AT4G00140","0","0","0","0","0","0"
"AT4G00150","1882","1893","1497","2449","2634","2415"
"AT4G00160","1","0","0","1","0","0"
"AT4G00165","135","178","186","82","118","97"
"AT4G00170","690","812","995","873","987","890"
"AT4G00180","1407","1197","1106","839","1143","811"
"AT4G00190","0","0","0","0","0","0"
"AT4G00200","205","188","142","118","129","93"
"AT4G00210","7","22","12","17","23","8"
"AT4G00220","45","58","45","75","36","59"
"AT4G00225","0","0","0","0","0","0"
"AT4G00230","554","824","510","990","683","719"
"AT4G00231","707","572","519","642","612","476"
"AT4G00232","0","0","0","0","0","0"
"AT4G00234","0","0","0","0","0","0"
"AT4G00236","0","0","0","0","0","0"
"AT4G00238","488","439","519","421","502","323"
"AT4G00240","207","279","295","366","332","264"
"AT4G00250","20","23","30","15","31","16"
"AT4G00260","0","0","0","0","0","0"
"AT4G00270","832","642","629","595","689","510"
"AT4G00280","0","0","0","0","0","0"
"AT4G00290","531","733","703","737","802","759"
"AT4G00300","2594","3134","4102","3852","3724","3826"
"AT4G00305","12","19","21","12","10","22"
"AT4G00310","87","81","77","58","41","44"
"AT4G00315","0","0","0","0","0","0"
"AT4G00320","0","0","0","0","0","0"
"AT4G00330","1706","2194","3253","3594","3875","3829"
"AT4G00335","437","464","444","656","812","686"
"AT4G00340","1418","1515","1329","1135","1207","854"
"AT4G00342","0","0","0","0","0","0"
"AT4G00350","2","1","3","2","1","4"
"AT4G00355","4227","3826","2885","4574","4426","3947"
"AT4G00356","0","0","0","0","0","0"
"AT4G00360","9584","13477","13078","18344","15268","14879"
"AT4G00370","2072","1970","1751","1118","1305","775"
"AT4G00380","351","340","356","228","211","131"
"AT4G00390","9","13","24","10","16","12"
"AT4G00400","2400","2604","2640","4455","3707","3416"
"AT4G00413","0","0","1","0","0","0"
"AT4G00416","0","0","0","0","0","0"
"AT4G00420","545","473","513","492","500","406"
"AT4G00430","3809","3852","3558","4713","3891","3421"
"AT4G00440","1327","1384","1343","1378","1290","965"
"AT4G00450","2997","3149","2589","3522","3291","2867"
"AT4G00460","136","63","93","56","42","25"
"AT4G00467","0","0","0","0","0","0"
"AT4G00480","143","99","169","125","86","69"
"AT4G00490","481","361","417","309","282","240"
"AT4G00500","430","427","451","466","497","443"
"AT4G00520","349","366","537","390","452","382"
"AT4G00525","61","78","76","90","88","48"
"AT4G00530","80","105","95","75","80","80"
"AT4G00540","0","2","0","1","1","1"
"AT4G00550","613","651","669","837","949","890"
"AT4G00560","1947","1592","1112","1304","1415","950"
"AT4G00570","4234","3973","4561","3672","3629","3068"
"AT4G00580","0","0","0","0","0","0"
"AT4G00585","1828","1696","2026","1395","1461","1336"
"AT4G00590","315","304","249","356","342","237"
"AT4G00600","0","0","1","1","1","0"
"AT4G00610","0","0","0","0","0","0"
"AT4G00620","175","187","292","153","229","205"
"AT4G00630","1566","1695","1898","1652","1737","1318"
"AT4G00650","337","308","398","336","351","335"
"AT4G00651","2","2","4","0","0","0"
"AT4G00660","2764","2469","2240","2519","2571","2138"
"AT4G00670","21","20","31","18","21","11"
"AT4G00680","184","80","191","51","9","12"
"AT4G00690","29","48","49","31","63","39"
"AT4G00695","10","9","18","6","13","16"
"AT4G00700","943","1264","1112","1893","1783","2265"
"AT4G00710","5158","4279","4523","3432","3609","2705"
"AT4G00720","4006","3699","3370","4897","4381","3777"
"AT4G00730","3200","2850","2826","3308","3068","2586"
"AT4G00740","3607","3139","3202","2683","2422","1926"
"AT4G00750","577","508","366","504","481","318"
"AT4G00752","1460","1260","851","1294","1256","813"
"AT4G00753","0","0","0","0","0","0"
"AT4G00755","1150","1063","788","839","972","751"
"AT4G00760","239","294","356","241","291","223"
"AT4G00770","3","3","5","0","1","3"
"AT4G00780","447","314","120","285","332","188"
"AT4G00800","2992","2898","2685","3506","3736","2906"
"AT4G00810","1433","1339","1761","856","943","807"
"AT4G00820","2637","2234","2524","2130","2068","1476"
"AT4G00830","3631","2989","2587","2971","2951","2281"
"AT4G00840","665","605","608","715","759","627"
"AT4G00850","69","86","147","82","102","90"
"AT4G00860","2488","2439","3300","2234","2481","2459"
"AT4G00870","0","0","0","0","1","0"
"AT4G00872","0","0","0","0","0","0"
"AT4G00880","59","91","63","53","62","49"
"AT4G00885","0","0","0","0","0","0"
"AT4G00890","39","44","35","37","30","23"
"AT4G00891","0","0","0","0","0","0"
"AT4G00893","2","1","1","0","2","3"
"AT4G00895","2055","1744","1431","1124","1507","965"
"AT4G00900","1452","1920","2109","1842","1616","1531"
"AT4G00905","174","128","138","138","138","102"
"AT4G00910","415","202","139","530","266","223"
"AT4G00920","1","1","3","0","0","1"
"AT4G00930","250","257","376","243","359","213"
"AT4G00940","108","156","165","159","213","189"
"AT4G00950","68","30","76","72","86","59"
"AT4G00955","62","83","74","158","124","125"
"AT4G00960","6","14","9","23","22","13"
"AT4G00970","1","85","249","26","111","145"
"AT4G00975","0","2","0","4","3","3"
"AT4G00980","43","53","70","55","65","54"
"AT4G00985","1","0","0","0","0","0"
"AT4G00990","1661","1353","1371","1253","1214","875"
"AT4G01000","9594","7532","4356","5862","7252","4358"
"AT4G01010","99","308","539","354","633","720"
"AT4G01020","412","456","399","617","621","515"
"AT4G01023","0","3","1","2","2","2"
"AT4G01026","428","333","203","218","360","248"
"AT4G01030","117","108","104","83","106","58"
"AT4G01037","289","328","539","257","314","237"
"AT4G01040","621","576","660","738","624","550"
"AT4G01050","6435","6690","5300","5943","6105","2812"
"AT4G01060","8","8","22","11","14","8"
"AT4G01070","3192","3943","3757","5648","5472","6308"
"AT4G01080","21","18","16","23","22","22"
"AT4G01090","1060","1077","1225","1787","1569","1369"
"AT4G01100","4226","3867","4024","4000","4077","3141"
"AT4G01110","41","52","54","45","30","23"
"AT4G01120","2259","1868","1555","1967","2050","1421"
"AT4G01130","240","164","109","58","73","30"
"AT4G01140","874","645","713","647","545","500"
"AT4G01150","7068","6280","4200","2818","2807","1506"
"AT4G01160","0","0","0","0","0","0"
"AT4G01170","0","0","0","0","1","0"
"AT4G01180","0","0","1","0","1","0"
"AT4G01190","32","19","21","28","38","22"
"AT4G01200","164","127","117","129","100","112"
"AT4G01210","2517","2379","2340","2310","2329","1933"
"AT4G01220","544","442","472","416","326","307"
"AT4G01230","4","7","3","3","3","0"
"AT4G01240","94","90","118","58","7","1"
"AT4G01250","280","351","400","545","610","426"
"AT4G01245","0","0","0","0","0","0"
"AT4G01260","0","0","0","0","0","0"
"AT4G01265","3","0","0","1","0","0"
"AT4G01270","29","46","61","38","51","30"
"AT4G01280","549","553","578","616","638","589"
"AT4G01290","5960","5807","5318","6663","7011","5646"
"AT4G01310","11246","8242","5971","3131","3694","1748"
"AT4G01320","2633","2278","2238","2565","2526","2146"
"AT4G01328","0","0","0","0","0","1"
"AT4G01330","3687","3004","2147","3746","3603","2549"
"AT4G01335","185","170","154","195","218","175"
"AT4G01340","9","10","9","27","29","27"
"AT4G01350","423","765","1186","1153","1457","1654"
"AT4G01355","0","0","0","0","0","0"
"AT4G01360","56","136","218","96","156","159"
"AT4G01370","1675","1753","2179","2273","2298","2107"
"AT4G01380","0","5","6","3","3","3"
"AT4G01390","12","22","38","46","72","27"
"AT4G01400","2604","2386","2349","2442","2316","1797"
"AT4G01410","2065","1383","1135","993","878","728"
"AT4G01420","0","0","0","0","0","0"
"AT4G01430","270","426","357","522","556","486"
"AT4G01440","226","316","278","327","343","279"
"AT4G01450","913","1073","711","1574","1184","1144"
"AT4G01455","0","0","0","0","0","0"
"AT4G01460","455","374","255","260","343","137"
"AT4G01470","0","0","0","0","0","0"
"AT4G01480","1746","2011","3178","2699","3330","3415"
"AT4G01490.1","64","73","135","1","11","2"
"AT4G01500","3","9","3","4","6","2"
"AT4G01505","0","0","0","0","0","0"
"AT4G01510","255","197","214","100","135","109"
"AT4G01515.1","30","11","8","6","4","4"
"AT4G01516","0","0","0","0","0","0"
"AT4G01520","1","0","0","0","0","0"
"AT4G01525.1","59","38","33","41","18","11"
"AT4G01530.1","0","0","0","0","0","0"
"AT4G01533","3","6","3","1","0","2"
"AT4G01535","0","0","0","1","1","1"
"AT4G01540","78","136","219","147","214","192"
"AT4G01550","297","317","341","391","413","384"
"AT4G01560","520","535","802","632","688","605"
"AT4G01570","466","401","454","396","398","315"
"AT4G01575","104","71","72","79","81","62"
"AT4G01580","125","124","142","69","54","15"
"AT4G01590","961","769","1220","718","816","612"
"AT4G01593","224","176","201","142","219","164"
"AT4G01595","0","0","0","0","0","0"
"AT4G01600","238","194","95","125","92","83"
"AT4G01610","19023","13656","11829","11913","12670","10604"
"AT4G01630","779","39","38","151","3","4"
"AT4G01640","0","0","0","0","0","0"
"AT4G01650","295","331","294","265","279","209"
"AT4G01660","421","498","649","409","497","444"
"AT4G01670","276","258","182","251","237","208"
"AT4G01671","0","0","0","1","0","0"
"AT4G01680","1465","1437","1938","2144","1892","1781"
"AT4G01690","2140","2314","2139","2270","2338","1611"
"AT4G01700","697","1726","2639","1051","1185","1137"
"AT4G01703","0","0","0","0","0","0"
"AT4G01710","311","342","347","394","411","402"
"AT4G01720","349","604","934","832","1094","1275"
"AT4G01730","132","150","178","254","236","191"
"AT4G01735","4","11","6","12","7","13"
"AT4G01740","288","308","387","450","405","383"
"AT4G01750","463","660","1197","998","994","1002"
"AT4G01760","4","7","10","8","5","2"
"AT4G01770","120","76","113","79","7","3"
"AT4G01780","6","5","2","3","0","1"
"AT4G01790","54","57","78","58","69","60"
"AT4G01800","6729","5997","4208","4624","5109","2815"
"AT4G01810","1945","1942","1963","1927","1827","1687"
"AT4G01820","2","3","1","2","2","2"
"AT4G01830","21","11","4","2","6","3"
"AT4G01840","340","387","256","464","457","403"
"AT4G01850","41270","25129","18268","12214","13200","9164"
"AT4G01860","743","824","963","943","921","774"
"AT4G01865","0","1","1","1","2","0"
"AT4G01870","1633","3792","3848","2712","4794","6287"
"AT4G01880","398","389","402","405","435","416"
"AT4G01883","71","87","150","100","125","96"
"AT4G01890","10","1","0","0","0","0"
"AT4G01895","33","38","73","59","89","89"
"AT4G01897","333","240","318","236","258","258"
"AT4G01900","593","635","712","507","592","493"
"AT4G01910","296","363","293","842","681","805"
"AT4G01915","44","66","50","93","98","67"
"AT4G01920","153","218","316","764","700","797"
"AT4G01925","45","43","33","64","21","20"
"AT4G01930","32","25","23","32","21","16"
"AT4G01935","149","169","123","101","143","95"
"AT4G01940","927","875","770","954","945","692"
"AT4G01950","4991","6197","5350","8176","5765","5865"
"AT4G01960","1010","1103","1620","1200","1372","1199"
"AT4G01970","143","45","29","145","34","28"
"AT4G01975.1","74","91","98","87","82","70"
"AT4G01980.1","5","2","3","4","3","3"
"AT4G01985","4","49","3","5","8","3"
"AT4G01990","91","117","134","108","122","103"
"AT4G01995","386","315","257","187","232","149"
"AT4G02000","56","56","27","31","54","43"
"AT4G02005","246","200","157","213","340","211"
"AT4G02010","1292","1362","1365","1531","1444","1153"
"AT4G02020","1596","1493","1368","1583","1648","1173"
"AT4G02030","1689","1324","1460","1340","1353","1033"
"AT4G02040","73","79","107","66","86","58"
"AT4G02050","1793","2010","1700","3547","3356","3416"
"AT4G02060","453","481","696","622","437","378"
"AT4G02055","0","0","0","0","0","0"
"AT4G02070","502","446","432","575","465","408"
"AT4G02075","584","548","634","852","807","793"
"AT4G02080","3924","3764","3650","4321","4208","3807"
"AT4G02090","592","679","941","763","453","446"
"AT4G02100","2208","2074","1986","1450","1455","1489"
"AT4G02110","199","211","298","279","220","178"
"AT4G02120","1630","1672","1739","1479","1753","1518"
"AT4G02130","724","825","738","843","698","579"
"AT4G02140","2","4","5","9","6","3"
"AT4G02150","749","861","853","924","945","822"
"AT4G02160","33","72","178","83","43","33"
"AT4G02170","23","54","93","63","35","13"
"AT4G02180","64","89","88","132","81","73"
"AT4G02190","0","0","0","0","1","0"
"AT4G02195","383","310","356","302","302","255"
"AT4G02200","123","135","164","109","149","105"
"AT4G02210","369","313","277","320","343","244"
"AT4G02220","277","357","481","668","552","516"
"AT4G02230","2865","2992","3834","2762","3411","2674"
"AT4G02235","0","0","0","0","0","0"
"AT4G02250","0","0","0","0","0","0"
"AT4G02260","1633","1436","1397","1004","1113","797"
"AT4G02270","399","232","466","62","25","23"
"AT4G02280","1550","1951","1231","1963","2107","2266"
"AT4G02290","9889","7201","7834","4485","4490","3682"
"AT4G02300","1","6","18","2","3","1"
"AT4G02310","0","0","0","1","0","0"
"AT4G02312.1","0","0","0","0","0","0"
"AT4G02314.1","0","0","0","0","0","0"
"AT4G02317.1","0","0","0","0","0","0"
"AT4G02320","10","9","5","14","12","6"
"AT4G02325","0","0","0","0","0","0"
"AT4G02330","904","2864","5896","1801","1858","1684"
"AT4G02340","844","881","889","840","960","907"
"AT4G02350","2299","2386","2340","2607","2626","2291"
"AT4G02360","35","65","63","67","72","76"
"AT4G02370","2269","2420","3048","3888","3728","3803"
"AT4G02380","5565","9613","17439","15286","17863","17114"
"AT4G02390","94","137","212","110","100","76"
"AT4G02400","563","641","998","553","728","616"
"AT4G02405","267","285","384","419","444","393"
"AT4G02410","360","778","1343","1035","1236","1312"
"AT4G02420","2","7","10","112","45","63"
"AT4G02425","186","181","197","153","143","149"
"AT4G02430","661","749","711","822","1165","883"
"AT4G02440","1107","1030","721","1106","1154","858"
"AT4G02450","3544","3677","4131","3539","3805","3359"
"AT4G02460","188","201","226","255","274","215"
"AT4G02465","1","0","0","0","0","0"
"AT4G02480","27934","24217","14894","20125","21388","14679"
"AT4G02482","18","22","14","13","27","25"
"AT4G02485","91","88","80","69","91","63"
"AT4G02487.1","0","0","0","0","0","0"
"AT4G02489","0","0","0","0","0","0"
"AT4G02490.1","0","0","0","0","0","0"
"AT4G02500","4649","3723","4324","3315","2798","2118"
"AT4G02510","19516","17983","10519","10057","11714","6782"
"AT4G02520","2670","27574","61950","22055","60390","64015"
"AT4G02530","1167","1009","1162","511","571","312"
"AT4G02540","1999","2044","2179","2275","2486","1915"
"AT4G02541","0","0","1","1","1","0"
"AT4G02550","206","248","360","316","345","293"
"AT4G02555","1","1","0","1","0","0"
"AT4G02560","1385","1180","1359","1127","1460","1001"
"AT4G02570","11544","10226","9431","11735","11595","9943"
"AT4G02580","4285","3538","3660","2878","2846","2358"
"AT4G02590","1316","1560","1403","1854","1984","1709"
"AT4G02600","1104","1327","1729","1290","1668","1541"
"AT4G02610","550","391","375","263","287","191"
"AT4G02620","3263","2820","3571","2898","3160","2787"
"AT4G02630","154","190","206","155","294","311"
"AT4G02640","1484","1525","1613","1808","1846","1558"
"AT4G02650","11","14","5","5","6","12"
"AT4G02655","0","1","2","0","2","2"
"AT4G02660","323","318","401","416","480","371"
"AT4G02670","2","5","5","1","4","1"
"AT4G02680","2527","2474","2498","2269","2465","1977"
"AT4G02690","11","15","12","4","7","9"
"AT4G02700","1449","1417","1745","654","770","794"
"AT4G02710","1007","899","912","1026","930","734"
"AT4G02715","2438","2061","2017","2063","2352","1889"
"AT4G02720","1576","1377","1503","1627","1772","1395"
