"gene_name","Col0_0h_rep1","Col0_0h_rep2","Col0_0h_rep3","Col0_24h_rep1","Col0_24h_rep2","Col0_24h_rep3"
"AT1G51770","11","6","4","0","1","1"
"AT1G51780","0","1","1","0","1","0"
"AT1G51790","282","734","1326","1297","1451","1548"
"AT1G51800","543","2770","6888","2185","4142","4849"
"AT1G51802","0","0","1","2","0","1"
"AT1G51805","136","359","761","500","607","530"
"AT1G51810","0","0","0","1","0","0"
"AT1G51820","4","38","54","80","87","89"
"AT1G51823","0","0","0","0","0","1"
"AT1G51830","440","2458","6910","1151","3590","3766"
"AT1G51840","105","614","1379","357","900","971"
"AT1G51850","598","1237","2929","1039","1233","1282"
"AT1G51860","674","1026","450","1328","952","1088"
"AT1G51870","22","35","36","14","17","3"
"AT1G51880","124","120","47","48","22","9"
"AT1G51890","146","1156","2364","1291","2323","2561"
"AT1G51900","0","1","0","0","2","1"
"AT1G51910","4","0","1","0","0","0"
"AT1G51913","2","120","277","14","188","188"
"AT1G51915","0","74","213","5","112","110"
"AT1G51920","3","105","271","13","114","99"
"AT1G51930","0","2","5","0","4","1"
"AT1G51940","3074","2350","2474","2034","1863","1209"
"AT1G51950","1472","1307","1282","1078","1381","1167"
"AT1G51960","2","14","12","7","11","10"
"AT1G51965","383","410","370","382","410","321"
"AT1G51970","0","0","0","0","0","0"
"AT1G51980","6943","6970","7494","6180","6320","5587"
"AT1G51990","0","0","0","0","0","0"
"AT1G52000","443","570","400","206","304","344"
"AT1G52010.1","0","0","0","0","0","0"
"AT1G52020.1","0","0","0","0","0","0"
"AT1G52030","1","9","3","0","5","4"
"AT1G52040","2","5","0","1","1","0"
"AT1G52050","489","345","321","219","15","10"
"AT1G52060","382","236","260","47","0","6"
"AT1G52070","1206","1076","1857","236","38","19"
"AT1G52080","406","414","438","393","500","458"
"AT1G52085","0","0","0","0","0","0"
"AT1G52087.1","0","0","0","0","0","0"
"AT1G52090.1","0","0","0","0","0","0"
"AT1G52100","5070","4661","7542","2857","4121","4013"
"AT1G52110","13","15","14","48","21","17"
"AT1G52120","6","5","24","6132","4790","7646"
"AT1G52130","7","12","35","5054","6115","9317"
"AT1G52140","249","325","228","423","406","369"
"AT1G52150","2181","2191","1768","1947","2134","1502"
"AT1G52155","263","273","337","218","251","202"
"AT1G52160","159","227","345","353","422","370"
"AT1G52170","0","0","0","0","0","0"
"AT1G52180","0","0","0","0","0","0"
"AT1G52185","0","0","0","0","0","0"
"AT1G52190","9877","9830","7819","11412","9672","7445"
"AT1G52191","0","0","0","0","0","0"
"AT1G52200","580","2902","5739","3239","5166","6005"
"AT1G52210.1","0","0","1","0","0","0"
"AT1G52211","0","0","0","0","0","0"
"AT1G52220","1064","1022","1268","758","1007","564"
"AT1G52230","1123","1946","2531","1723","1875","1120"
"AT1G52240","388","323","234","407","429","372"
"AT1G52260","414","436","489","521","475","434"
"AT1G52270","15","10","17","5","9","9"
"AT1G52280","1133","1003","1215","1003","920","727"
"AT1G52290","261","252","323","555","407","364"
"AT1G52300","4155","4176","6297","3652","4028","3464"
"AT1G52310","943","1015","1165","1087","1126","941"
"AT1G52315","40","121","56","107","61","50"
"AT1G52320","1389","1313","1393","1703","1837","1667"
"AT1G52325","0","1","0","0","0","1"
"AT1G52330","140","174","243","282","267","308"
"AT1G52340","533","430","413","275","250","199"
"AT1G52342","572","502","306","516","484","458"
"AT1G52343","70","72","77","139","89","77"
"AT1G52347","287","284","219","399","364","377"
"AT1G52350","0","0","0","0","0","0"
"AT1G52360","5650","4869","5150","4852","4504","3405"
"AT1G52370","532","549","593","433","531","442"
"AT1G52380","794","823","883","864","878","692"
"AT1G52390","0","0","0","0","0","0"
"AT1G52400","31","88","13","33","17","78"
"AT1G52410","305","237","76","132","134","139"
"AT1G52415","2","5","0","4","6","3"
"AT1G52420","2506","2432","2878","3321","3353","3026"
"AT1G52430","8","13","18","5","10","8"
"AT1G52440","0","1","0","1","1","0"
"AT1G52450","20","31","40","27","33","27"
"AT1G52460","0","0","0","0","0","0"
"AT1G52470","0","0","0","0","0","0"
"AT1G52490","0","0","0","0","0","0"
"AT1G52500","318","305","388","274","371","249"
"AT1G52510","333","290","422","295","308","158"
"AT1G52520","294","288","268","392","337","299"
"AT1G52530","22","23","33","16","35","36"
"AT1G52540","1232","1333","1290","1454","1575","1371"
"AT1G52550","69","115","114","142","185","147"
"AT1G52560","19","14","18","6","96","226"
"AT1G52565","256","202","302","232","234","219"
"AT1G52570","172","178","196","156","135","111"
"AT1G52580","47","57","58","100","78","57"
"AT1G52590","173","131","99","81","107","70"
"AT1G52600","1024","833","1072","869","953","779"
"AT1G52610.1","0","0","0","0","0","0"
"AT1G52615","0","0","0","0","0","0"
"AT1G52618","71","68","34","75","75","46"
"AT1G52620","170","142","167","215","201","161"
"AT1G52630","403","366","426","363","359","269"
"AT1G52640","11","16","30","17","26","26"
"AT1G52650","50","60","70","68","82","65"
"AT1G52660","38","18","31","15","1","0"
"AT1G52670","1609","1376","1140","1177","1027","681"
"AT1G52680","1","0","0","0","0","0"
"AT1G52690","1744","2336","229","132","164","140"
"AT1G52695","0","0","0","0","0","0"
"AT1G52696","0","0","0","0","0","0"
"AT1G52700","45","38","58","46","38","13"
"AT1G52710","407","464","484","671","663","617"
"AT1G52720","797","654","478","754","687","499"
"AT1G52730","1239","1228","1259","1213","1300","1075"
"AT1G52740","6136","5245","3592","4358","4820","3342"
"AT1G52750","3847","2962","2478","3964","3078","2819"
"AT1G52760","4317","4420","5641","5262","5246","4838"
"AT1G52770","0","0","3","0","0","1"
"AT1G52780","1273","1454","1675","1955","2023","1880"
"AT1G52790","15","15","23","11","18","7"
"AT1G52800","4","1","4","3","4","2"
"AT1G52810","2","11","19","10","33","20"
"AT1G52820","96","235","106","87","126","97"
"AT1G52825","212","152","224","173","182","183"
"AT1G52827","540","493","676","553","666","595"
"AT1G52830","543","640","742","821","824","692"
"AT1G52840.1","0","0","0","0","0","0"
"AT1G52850.1","0","0","0","0","0","1"
"AT1G52857","0","6","4","2","3","2"
"AT1G52855","92","79","124","108","114","128"
"AT1G52860","0","0","0","0","0","0"
"AT1G52870","793","751","475","569","649","358"
"AT1G52880","123","150","266","188","279","285"
"AT1G52890","49","38","16","22","18","22"
"AT1G52900","0","0","0","0","0","2"
"AT1G52905","114","122","245","148","140","148"
"AT1G52910","922","643","617","466","347","296"
"AT1G52920","5","11","10","1","2","3"
"AT1G52930","298","325","573","303","396","361"
"AT1G52940","0","0","0","0","0","1"
"AT1G52942","1","0","0","1","0","0"
"AT1G52950","8","5","2","0","3","0"
"AT1G52960.1","0","0","0","0","0","0"
"AT1G52970","0","0","0","0","0","0"
"AT1G52980","2921","2827","2974","2040","2461","1792"
"AT1G52990","22","23","9","7","10","10"
"AT1G53000","1305","974","986","738","746","515"
"AT1G53010","0","0","0","0","0","0"
"AT1G53020","0","0","0","0","0","0"
"AT1G53023","0","0","0","1","2","0"
"AT1G53025","277","256","270","354","313","318"
"AT1G53030","250","249","242","209","321","266"
"AT1G53035","842","494","884","595","452","426"
"AT1G53039","0","0","0","0","0","0"
"AT1G53040","1344","965","1303","1037","843","782"
"AT1G53050","2197","2098","2273","2361","2294","2007"
"AT1G53060","253","138","164","75","77","86"
"AT1G53070","375","275","462","174","124","115"
"AT1G53080","247","211","246","132","101","103"
"AT1G53090","409","343","416","475","562","464"
"AT1G53100","20","21","36","29","19","23"
"AT1G53110","163","205","232","215","312","254"
"AT1G53120","496","426","325","298","362","246"
"AT1G53130","28","43","21","7","1","0"
"AT1G53140","161","167","217","264","208","174"
"AT1G53160","27","23","21","6","9","9"
"AT1G53163","84","98","71","100","79","72"
"AT1G53165","1721","1466","1239","1529","1608","1218"
"AT1G53170","357","427","292","373","360","319"
"AT1G53180","1726","1391","1428","1351","1603","1421"
"AT1G53190","3614","2793","1725","2561","2532","1745"
"AT1G53200","274","261","291","266","286","235"
"AT1G53210","13426","12891","9745","13199","12193","9913"
"AT1G53220","0","0","0","0","0","0"
"AT1G53230","41","24","52","14","25","16"
"AT1G53233","10","10","13","7","4","4"
"AT1G53240","5846","5657","6811","4536","4091","3462"
"AT1G53250","979","783","537","287","373","191"
"AT1G53260","1","0","1","0","0","0"
"AT1G53265","0","0","0","0","0","0"
"AT1G53270","68","208","283","138","181","180"
"AT1G53280","2076","2039","1852","1720","1764","1645"
"AT1G53282","0","0","0","0","0","0"
"AT1G53285","0","0","0","0","0","0"
"AT1G53290","682","523","634","488","403","315"
"AT1G53300","2280","1935","2265","1629","1473","1054"
"AT1G53310","8498","7229","8859","6656","5798","6331"
"AT1G53320","5202","3655","2595","3475","3902","3452"
"AT1G53325","0","0","0","0","0","0"
"AT1G53330","15","24","33","20","31","36"
"AT1G53340","156","199","298","474","473","580"
"AT1G53345","116","137","188","133","133","146"
"AT1G53350","161","175","212","172","218","147"
"AT1G53360","0","0","0","0","0","0"
"AT1G53366","0","0","0","0","0","0"
"AT1G53370","2","0","1","0","0","0"
"AT1G53380","872","1126","1810","1065","1184","1024"
"AT1G53390","742","1225","1799","1830","1894","2016"
"AT1G53400","2186","1625","1465","1529","1666","1192"
"AT1G53410","76","50","64","47","48","27"
"AT1G53420","2","1","0","3","0","0"
"AT1G53430","1428","2097","3828","2284","3109","3097"
"AT1G53440","971","1435","2170","1260","1700","1508"
"AT1G53450","2206","1403","840","1153","1302","582"
"AT1G53460","249","203","213","208","254","196"
"AT1G53470","1537","1110","1066","478","317","325"
"AT1G53480","1","2","3","3","1","3"
"AT1G53490","66","65","70","73","58","35"
"AT1G53500","3836","3463","3512","2921","2557","2109"
"AT1G53510","2436","2248","2261","2687","2980","2226"
"AT1G53520","282","260","280","347","226","167"
"AT1G53530","124","161","185","131","152","147"
"AT1G53540","14","22","35","33","563","1273"
"AT1G53541","11","13","19","9","12","12"
"AT1G53542","45","32","73","30","30","22"
"AT1G53543","1","0","1","1","2","3"
"AT1G53550","0","0","0","0","0","0"
"AT1G53560","1281","1346","747","1463","1513","1295"
"AT1G53570","2606","2663","2503","3060","3147","2837"
"AT1G53580","3817","3849","2721","4636","4570","4723"
"AT1G53590","2024","2003","2234","2204","2388","1981"
"AT1G53600","18","25","34","21","21","21"
"AT1G53610","33","46","24","58","17","15"
"AT1G53620","4","81","167","16","139","126"
"AT1G53625","75","1152","3633","148","1762","1664"
"AT1G53630.1","0","2","6","1","1","4"
"AT1G53633","25","47","93","58","62","75"
"AT1G53635","5","2","1","5","4","1"
"AT1G53640","5","6","2","20","6","5"
"AT1G53645","470","514","837","521","570","490"
"AT1G53650","337","391","422","307","382","353"
"AT1G53660","35","20","14","47","7","13"
"AT1G53670","915","884","680","1021","1089","775"
"AT1G53680","121","26","73","82","20","13"
"AT1G53683","0","0","0","0","0","0"
"AT1G53687","0","0","0","0","0","0"
"AT1G53690","357","395","628","191","231","210"
"AT1G53700","1026","1146","1566","1304","1282","1225"
"AT1G53705","0","0","0","0","0","0"
"AT1G53708","34","22","35","8","4","0"
"AT1G53710","867","770","794","1150","1019","905"
"AT1G53720","1044","869","807","638","602","438"
"AT1G53730","3664","3496","3830","4152","3557","3402"
"AT1G53750","6452","6702","7988","6010","7033","6603"
"AT1G53760","331","393","469","404","454","421"
"AT1G53770","615","549","567","603","603","532"
"AT1G53780","3268","3024","2484","2843","4054","2629"
"AT1G53785","669","700","535","723","920","721"
"AT1G53790","438","453","528","508","602","523"
"AT1G53800","945","786","821","431","531","252"
"AT1G53801","0","0","0","0","0","0"
"AT1G53810.1","3","0","0","0","2","0"
"AT1G53815","0","0","0","0","0","0"
"AT1G53820","1","0","0","0","0","0"
"AT1G53830","2590","2074","2442","2044","1725","1924"
"AT1G53840","5927","5076","4113","5398","4610","4004"
"AT1G53850","1489","1681","2339","1306","1745","1480"
"AT1G53860","60","53","89","31","27","21"
"AT1G53870","0","0","0","0","0","0"
"AT1G53880","0","0","0","0","0","0"
"AT1G53885","0","0","0","0","0","0"
"AT1G53887","16","9","19","9","10","7"
"AT1G53890","0","0","0","0","0","0"
"AT1G53900","0","0","0","0","0","0"
"AT1G53903","0","0","0","0","0","0"
"AT1G53910","7357","7175","6204","9764","9260","8623"
"AT1G53920","168","197","369","395","280","295"
"AT1G53930","0","0","0","0","1","0"
"AT1G53935","1","2","4","8","10","8"
"AT1G53940","189","278","168","473","578","644"
"AT1G53950","17","29","35","97","41","105"
"AT1G53970","1","5","18","6","4","8"
"AT1G53980","3","39","83","30","38","38"
"AT1G53990","44","129","314","371","457","557"
"AT1G54000","3836","2588","4320","3497","3016","3107"
"AT1G54010","11661","9910","14550","8827","8577","11248"
"AT1G54020","3","11","21","3","13","7"
"AT1G54030","3860","3606","4802","5414","5463","6078"
"AT1G54035","0","0","0","0","0","0"
"AT1G54040","7","46","0","41","8","5"
"AT1G54050","33","40","57","27","109","185"
"AT1G54060","1195","1011","1067","1330","1280","980"
"AT1G54070","1","3","2","0","1","0"
"AT1G54080","4899","4454","4068","4213","4304","3536"
"AT1G54090","1900","1885","1941","2230","2177","1810"
"AT1G54095","45","51","37","52","34","35"
"AT1G54100","16451","15345","7752","26674","26518","23101"
"AT1G54110","236","182","160","158","207","154"
"AT1G54115","1155","1208","1064","1666","1640","1443"
"AT1G54120","401","413","466","356","356","349"
"AT1G54130","3705","3187","2600","3704","3831","3107"
"AT1G54140","298","281","292","235","274","189"
"AT1G54150","443","433","485","548","536","448"
"AT1G54160","59","48","45","51","57","36"
"AT1G54170","1573","1562","1477","1736","1694","1439"
"AT1G54180","355","262","267","179","194","109"
"AT1G54200","311","296","365","476","450","392"
"AT1G54210","277","288","230","342","361","339"
"AT1G54215","8","11","7","14","11","14"
"AT1G54217","118","134","174","139","115","119"
"AT1G54220","464","465","614","451","495","389"
"AT1G54230","0","0","0","0","0","0"
"AT1G54240","0","0","0","0","0","0"
"AT1G54250","453","419","388","394","407","296"
"AT1G54260","719","525","575","550","621","495"
"AT1G54270","4013","4588","4639","4536","4991","5025"
"AT1G54280","11","12","9","19","8","8"
"AT1G54290","401","402","396","359","465","407"
"AT1G54300","0","0","0","0","0","0"
"AT1G54310","485","468","331","154","197","116"
"AT1G54320","5065","4966","4799","7002","6427","6194"
"AT1G54330","26","33","43","16","24","10"
"AT1G54340","1882","1814","1856","1518","1732","1581"
"AT1G54350","669","551","515","376","411","228"
"AT1G54355","3","1","3","3","2","3"
"AT1G54360","1370","1299","1321","1945","1776","1514"
"AT1G54370","1653","1720","1498","2022","2125","1672"
"AT1G54380","412","445","540","428","584","442"
"AT1G54385","168","108","193","96","55","45"
"AT1G54390","794","747","744","686","811","595"
"AT1G54400","10","13","17","11","2","5"
"AT1G54410","32107","25516","35441","29559","22695","19474"
"AT1G54420","0","0","0","0","0","0"
"AT1G54430.1","0","0","1","0","0","0"
"AT1G54440","496","458","502","517","518","354"
"AT1G54445","0","0","0","0","0","0"
"AT1G54450","251","160","261","169","122","106"
"AT1G54460","1151","1035","1133","1305","1228","1027"
"AT1G54470","1","3","8","5","3","1"
"AT1G54490","2958","2876","2946","3260","3132","2856"
"AT1G54500","1582","1458","1580","921","1106","707"
"AT1G54510","615","606","722","572","617","460"
"AT1G54520","1276","1230","1208","1194","1282","870"
"AT1G54530","36","34","25","20","29","24"
"AT1G54540","58","293","454","117","195","202"
"AT1G54550","0","0","0","0","0","0"
"AT1G54560","6","3","1","0","4","0"
"AT1G54570","370","308","363","338","270","242"
"AT1G54575","213","174","93","128","114","111"
"AT1G54580","3120","2732","3219","2395","2186","1745"
"AT1G54590","0","2","1","0","1","0"
"AT1G54600","0","0","0","0","0","0"
"AT1G54610","2182","2140","2386","2253","2136","1990"
"AT1G54620","0","0","0","0","0","0"
"AT1G54630","3503","3267","3456","3355","3187","2517"
"AT1G54640","0","1","0","0","0","0"
"AT1G54650","176","191","202","174","181","160"
"AT1G54660","16","24","63","30","64","27"
"AT1G54670","0","0","0","1","0","0"
"AT1G54680","159","142","117","118","178","95"
"AT1G54690","533","565","746","550","541","485"
"AT1G54700","0","0","0","0","0","1"
"AT1G54710","1952","1855","1244","1997","1862","1612"
"AT1G54720","0","0","0","1","0","0"
"AT1G54730","571","620","629","566","675","466"
"AT1G54740","379","397","210","921","1162","829"
"AT1G54750.1","0","0","0","0","0","0"
"AT1G54760","1","0","0","0","0","0"
"AT1G54770","391","294","467","232","314","239"
"AT1G54775","0","0","0","0","0","0"
"AT1G54780","1997","1753","1719","1087","1218","631"
"AT1G54790","110","205","89","155","113","122"
"AT1G54820","226","143","188","220","229","197"
"AT1G54830","879","920","794","822","797","714"
"AT1G54840","34","23","30","14","10","12"
"AT1G54850","181","180","189","213","190","152"
"AT1G54860","84","75","27","29","30","19"
"AT1G54870","117","121","65","15","19","11"
"AT1G54880","0","0","0","0","0","0"
"AT1G54890","124","86","103","88","87","147"
"AT1G54905.1","0","0","0","0","0","0"
"AT1G54920","4159","3439","3103","3396","3574","2696"
"AT1G54923.1","0","0","0","0","0","0"
"AT1G54926.1","0","0","0","0","0","0"
"AT1G54930","1","6","4","2","5","3"
"AT1G54940","23","17","39","7","0","1"
"AT1G54950","0","1","10","13","8","20"
"AT1G54955.1","1","0","2","0","1","2"
"AT1G54960","81","104","131","143","127","97"
"AT1G54970","163","61","235","15","6","6"
"AT1G54980","1","1","1","1","1","0"
"AT1G54985","0","0","0","0","0","0"
"AT1G54990","1505","1345","2039","1379","1441","1334"
"AT1G55000","827","809","514","824","853","653"
"AT1G55010","0","0","0","1","1","2"
"AT1G55020","2416","1722","1793","1460","1316","1442"
"AT1G55030","0","0","0","0","0","0"
"AT1G55035","0","0","0","0","0","1"
"AT1G55040","140","125","179","118","131","102"
"AT1G55045","0","0","0","0","0","0"
"AT1G55050","29","24","31","25","18","23"
"AT1G55060","0","0","0","0","0","0"
"AT1G55070","0","0","0","0","0","0"
"AT1G55080","382","443","486","482","542","494"
"AT1G55090","1698","1757","1393","1604","1665","1364"
"AT1G55100.1","0","0","0","0","0","0"
"AT1G55110","835","793","775","903","1206","792"
"AT1G55120","440","376","556","1510","814","1064"
"AT1G55130","1050","751","835","579","534","404"
"AT1G55140","299","243","374","199","199","127"
"AT1G55150","659","761","765","899","866","756"
"AT1G55152","493","451","323","554","611","482"
"AT1G55160","1162","1097","1120","1207","1167","1049"
"AT1G55170","304","301","310","328","334","296"
"AT1G55175","11","11","5","6","8","4"
"AT1G55180","378","441","291","431","397","336"
"AT1G55190","847","767","845","991","899","785"
"AT1G55200","141","162","197","55","101","45"
"AT1G55205","58","38","92","46","60","41"
"AT1G55207","0","4","15","4","5","5"
"AT1G55210","1187","1712","2818","1312","1448","1103"
"AT1G55220","0","0","0","0","0","0"
"AT1G55221","0","0","0","0","0","0"
"AT1G55230","2","59","83","2","36","48"
"AT1G55240","338","795","269","55","130","179"
"AT1G55250","1132","1096","988","1156","1128","892"
"AT1G55260","4289","3695","4194","5064","3305","3043"
"AT1G55265","682","833","763","1221","1422","1442"
"AT1G55270","838","812","886","791","793","675"
"AT1G55280","138","151","121","172","232","183"
"AT1G55290","15","5","14","3","2","0"
"AT1G55300","331","325","283","287","327","272"
"AT1G55310","2138","2060","1672","1873","2634","1726"
"AT1G55320","209","224","315","257","200","168"
"AT1G55325","1738","1910","1799","2025","2169","1793"
"AT1G55330","9036","8631","7368","8615","6290","6954"
"AT1G55340","1695","1207","1391","791","1042","637"
"AT1G55350","3248","3468","3378","3582","3747","2858"
"AT1G55360","7592","5760","6224","4918","4206","3069"
"AT1G55365","24","31","39","58","48","60"
"AT1G55370","243","219","252","97","116","55"
"AT1G55380","87","87","106","72","80","60"
"AT1G55390","48","63","36","141","59","69"
"AT1G55400.1","0","0","0","0","0","0"
"AT1G55410","34","20","4","52","5","2"
"AT1G55420","37","58","57","106","35","32"
"AT1G55430","70","48","21","392","101","113"
"AT1G55440","5","3","1","18","2","1"
"AT1G55450","520","3009","5380","2540","3724","3809"
"AT1G55460","1137","998","1042","1073","1066","935"
"AT1G55470.1","0","0","0","0","0","0"
"AT1G55475","212","196","210","311","282","248"
"AT1G55480","913","797","873","362","387","177"
"AT1G55490","12642","13949","15293","3249","4235","2259"
"AT1G55500","950","968","1173","879","863","640"
"AT1G55510","1019","860","501","1320","1429","850"
"AT1G55520","1331","1128","977","1049","1114","834"
"AT1G55525","0","1","0","0","6","5"
"AT1G55530","3276","2898","2096","2241","2588","1940"
"AT1G55535","549","451","638","513","517","420"
"AT1G55540","871","900","816","979","1028","751"
"AT1G55546","0","0","0","0","0","0"
"AT1G55550","31","31","45","35","39","26"
"AT1G55560","1","0","0","0","2","6"
"AT1G55570","1","0","0","2","0","1"
"AT1G55580","41","69","62","99","78","72"
"AT1G55590","1282","1127","904","1425","1390","1053"
"AT1G55591","0","0","0","0","0","0"
"AT1G55600","4","0","2","1","0","0"
"AT1G55604","0","0","0","0","0","0"
"AT1G55610","127","246","270","567","695","631"
"AT1G55615","0","0","0","0","0","0"
"AT1G55620","1074","943","776","941","896","681"
"AT1G55625","0","0","0","0","0","0"
"AT1G55630","168","168","191","155","184","159"
"AT1G55640","2","2","4","3","1","0"
"AT1G55650","3","7","2","2","4","0"
"AT1G55660","0","0","0","0","0","0"
"AT1G55670","6443","8799","6613","14289","12885","6825"
"AT1G55675","407","388","236","259","363","253"
"AT1G55680","4211","4083","3518","4478","4686","3969"
"AT1G55690","1762","1482","1750","1239","1258","910"
"AT1G55700","9","12","18","86","41","32"
"AT1G55710","0","0","0","0","0","0"
"AT1G55720","0","1","1","0","0","1"
"AT1G55730","1010","1001","979","1214","1086","1100"
"AT1G55740","523","546","381","328","361","315"
"AT1G55750","581","555","574","517","601","484"
"AT1G55760","509","624","672","540","650","579"
"AT1G55770","0","1","1","0","2","3"
"AT1G55790","1","15","27","38","46","33"
"AT1G55800","8","7","8","13","13","10"
"AT1G55805","616","579","463","600","678","400"
"AT1G55810","2148","1897","1179","2625","3564","2082"
"AT1G55820","334","332","388","421","507","376"
"AT1G55830","590","466","539","522","575","482"
"AT1G55840","5585","3878","4135","3800","3566","2685"
"AT1G55850","3761","5458","7002","4407","6136","6159"
"AT1G55860","6742","6921","5913","7284","7509","6005"
"AT1G55870","308","321","422","381","435","366"
"AT1G55880","488","490","427","503","544","394"
"AT1G55890","555","478","509","467","489","440"
"AT1G55900","355","378","545","347","426","336"
"AT1G55910","81","184","224","431","364","351"
"AT1G55915","63","82","96","94","92","82"
"AT1G55920","2328","3024","4337","2575","3628","3856"
"AT1G55928","0","0","0","0","0","0"
"AT1G55930","252","277","361","287","363","271"
"AT1G55940","76","286","219","130","163","137"
"AT1G55950","0","0","0","0","0","0"
"AT1G55960","857","893","811","1098","1218","1102"
"AT1G55964","7","12","7","4","21","6"
"AT1G55970","424","478","494","345","546","384"
"AT1G55980","8","39","25","39","59","42"
"AT1G55990","395","2086","1821","584","1167","1324"
"AT1G56000","164","174","136","156","167","104"
"AT1G56010","1705","2370","2421","3824","4378","4594"
"AT1G56020","300","239","277","228","192","146"
"AT1G56030","0","0","0","0","0","0"
"AT1G56040","0","0","0","0","0","0"
"AT1G56045","1099","1250","1958","1445","1423","1203"
"AT1G56050","251","333","557","134","170","117"
"AT1G56060","3","262","556","10","301","282"
"AT1G56070","24620","31192","31446","31486","34858","31650"
"AT1G56080","220","173","227","196","175","159"
"AT1G56085","11","6","8","1","5","0"
"AT1G56090","459","460","420","629","660","491"
"AT1G56100","0","0","0","0","0","0"
"AT1G56110","1448","1783","2968","1762","2261","2078"
"AT1G56120","37","36","58","76","102","93"
"AT1G56130","58","88","137","75","109","99"
"AT1G56140","1178","2491","4212","2784","3855","3771"
"AT1G56145","1151","1604","1680","2824","2663","2710"
"AT1G56150","65","57","63","34","29","27"
"AT1G56160","0","0","0","0","0","0"
"AT1G56165","0","2","5","8","14","9"
"AT1G56170","168","181","140","162","190","174"
"AT1G56180","747","643","523","630","722","482"
"AT1G56190","4383","3997","4052","3310","3167","3027"
"AT1G56200","5932","4968","3821","3027","3448","2149"
"AT1G56210","511","380","371","359","398","276"
"AT1G56220","32754","21730","12427","23979","28247","19455"
"AT1G56230","1363","1375","1361","1571","1505","1289"
"AT1G56233","0","0","0","0","1","0"
"AT1G56240","0","20","69","5","17","16"
"AT1G56242","0","0","0","0","0","0"
"AT1G56250","2","140","381","20","93","95"
"AT1G56260","77","78","118","81","90","87"
"AT1G56270","1","5","2","3","4","2"
"AT1G56280","25884","19499","18357","24319","28292","20476"
"AT1G56290","972","1028","807","887","955","727"
"AT1G56300","2220","1172","857","297","440","302"
"AT1G56310","353","306","279","311","276","231"
"AT1G56320","81","339","430","230","243","260"
"AT1G56330","4488","3923","5622","3989","4002","3478"
"AT1G56340","4236","3630","6362","4091","4505","3924"
"AT1G56345","73","84","104","58","100","79"
"AT1G56350","161","173","202","167","173","162"
"AT1G56360","0","0","1","0","0","0"
"AT1G56380","0","0","0","0","0","0"
"AT1G56385","0","0","0","0","0","0"
"AT1G56390","0","0","0","0","0","0"
"AT1G56400","0","0","0","0","0","0"
"AT1G56410","0","0","1","0","1","1"
"AT1G56415","0","0","0","0","0","0"
"AT1G56418","0","0","0","0","0","0"
"AT1G56420","220","177","179","176","161","146"
"AT1G56423","805","682","747","690","624","517"
"AT1G56430","83","136","61","144","67","24"
"AT1G56440","232","287","351","362","383","314"
"AT1G56450","2763","2492","3033","2392","2653","2471"
"AT1G56460","1989","1743","1474","2617","2280","1931"
"AT1G56470","6","7","13","1","4","4"
"AT1G56480","0","0","1","0","5","4"
"AT1G56490","0","0","0","0","0","0"
"AT1G56500","783","809","870","704","859","515"
"AT1G56510","34","44","85","43","59","30"
"AT1G56520","65","52","55","90","82","51"
"AT1G56530","0","0","0","0","0","0"
"AT1G56540","123","175","268","335","364","375"
"AT1G56550","682","811","537","1121","1093","1165"
"AT1G56553","0","1","0","0","0","0"
"AT1G56555","8","9","3","5","6","4"
"AT1G56560","813","883","885","890","964","857"
"AT1G56570","61","61","80","56","66","42"
"AT1G56580","7964","6072","7842","3924","3903","3349"
"AT1G56590","953","880","817","852","848","719"
"AT1G56600","66","268","68","193","253","286"
"AT1G56605.1","0","0","0","0","0","0"
"AT1G56610","274","297","350","395","453","375"
"AT1G56612","276","267","200","180","271","208"
"AT1G56620","0","0","0","0","0","0"
"AT1G56630","138","157","144","105","8","16"
"AT1G56640","0","0","0","0","0","0"
"AT1G56650","22","34","11","1","13","8"
"AT1G56660","2224","2562","1661","3133","3049","2783"
"AT1G56670","126","101","113","53","56","47"
"AT1G56675.1","0","0","0","0","0","0"
"AT1G56680","152","70","120","124","14","4"
"AT1G56690","40","36","59","39","64","50"
"AT1G56700","3705","3757","3088","5478","4977","4645"
"AT1G56710","21","16","8","10","12","10"
"AT1G56720","1938","1603","1853","1558","1537","1126"
"AT1G56730","0","0","0","0","0","0"
"AT1G56740","0","0","0","0","0","0"
"AT1G56750","0","0","0","0","0","0"
"AT1G56760","0","0","0","0","0","0"
"AT1G56770","0","0","0","0","0","0"
"AT1G56780","0","0","0","0","0","0"
"AT1G56790","0","0","0","0","0","0"
"AT1G56800","0","0","0","0","0","0"
"AT1G56810","0","0","0","0","0","0"
"AT1G56820","0","0","0","0","0","0"
"AT1G56830","0","0","0","0","0","0"
"AT1G56840","0","0","0","0","0","0"
"AT1G56850","0","0","0","0","0","0"
"AT1G56860","0","0","0","0","0","0"
"AT1G56870","0","0","0","0","0","0"
"AT1G56880","0","0","0","0","0","0"
"AT1G56890","0","0","0","0","0","0"
"AT1G56900","0","0","0","0","0","0"
"AT1G56910","0","0","0","0","0","0"
"AT1G56920","0","0","0","0","0","0"
"AT1G56930","0","0","0","0","0","0"
"AT1G56940","0","0","0","0","0","0"
"AT1G56950","0","0","0","0","0","0"
"AT1G56960","0","0","0","0","0","0"
"AT1G56970","0","0","0","0","0","0"
